Gmt time,Open,High,Low,Close,Volume
19.01.2024 07:00:00.000,41400,41516,41191,41192,0.0375
19.01.2024 08:00:00.000,41192,41288,41068,41220,0.0353
19.01.2024 09:00:00.000,41220,41390,41163,41326,0.0304
19.01.2024 10:00:00.000,41321,41435,41264,41401,0.0295
19.01.2024 11:00:00.000,41401,41453,41307,41399,0.0275
19.01.2024 12:00:00.000,41398,41450,41193,41256,0.03
19.01.2024 13:00:00.000,41248,41365,41211,41310,0.0293
19.01.2024 14:00:00.000,41310,41401,40788,40879,0.0439
19.01.2024 15:00:00.000,40881,41103,40658,40820,0.0379
19.01.2024 16:00:00.000,40824,40890,40239,40343,0.0581
19.01.2024 17:00:00.000,40345,41196,40234,41173,0.0556
19.01.2024 18:00:00.000,41162,41924,40943,41723,0.0613
19.01.2024 19:00:00.000,41722,41847,41515,41753,0.052
19.01.2024 20:00:00.000,41753,42136,41459,41544,0.0366
19.01.2024 21:00:00.000,41544,41731,41487,41536,0.016
19.01.2024 22:00:00.000,41536,41635,41439,41583,0.0013
19.01.2024 23:00:00.000,41583,41621,41516,41561,0.0017
20.01.2024 00:00:00.000,41562,41585,41367,41388,0.0019
20.01.2024 01:00:00.000,41390,41604,41390,41564,0.0017
20.01.2024 02:00:00.000,41565,41569,41439,41533,0.0011
20.01.2024 03:00:00.000,41533,41563,41435,41543,0.0008
20.01.2024 04:00:00.000,41543,41572,41492,41519,0.0007
20.01.2024 05:00:00.000,41521,41558,41483,41544,0.0006
20.01.2024 06:00:00.000,41547,41612,41539,41584,0.0006
20.01.2024 07:00:00.000,41586,41688,41561,41566,0.0007
20.01.2024 08:00:00.000,41568,41587,41436,41508,0.0011
20.01.2024 09:00:00.000,41509,41560,41372,41434,0.001
20.01.2024 10:00:00.000,41434,41526,41409,41452,0.0008
20.01.2024 11:00:00.000,41452,41533,41385,41498,0.0006
20.01.2024 12:00:00.000,41502,41610,41457,41532,0.0007
20.01.2024 13:00:00.000,41535,41601,41498,41547,0.0007
20.01.2024 14:00:00.000,41548,41557,41408,41453,0.0006
20.01.2024 15:00:00.000,41456,41590,41399,41481,0.001
20.01.2024 16:00:00.000,41481,41559,41464,41475,0.0006
20.01.2024 17:00:00.000,41475,41542,41456,41498,0.0006
20.01.2024 18:00:00.000,41497,41545,41440,41521,0.0006
20.01.2024 19:00:00.000,41521,41589,41512,41544,0.0006
20.01.2024 20:00:00.000,41544,41729,41526,41661,0.0011
20.01.2024 21:00:00.000,41661,41778,41639,41642,0.0009
20.01.2024 22:00:00.000,41644,41775,41641,41743,0.0024
20.01.2024 23:00:00.000,41743,41768,41581,41648,0.0028
21.01.2024 00:00:00.000,41648,41677,41582,41603,0.0028
21.01.2024 01:00:00.000,41603,41676,41585,41628,0.0023
21.01.2024 02:00:00.000,41628,41670,41616,41664,0.0012
21.01.2024 03:00:00.000,41664,41690,41626,41645,0.0011
21.01.2024 04:00:00.000,41645,41649,41581,41635,0.0007
21.01.2024 05:00:00.000,41635,41658,41592,41596,0.0004
21.01.2024 06:00:00.000,41596,41611,41524,41558,0.0009
21.01.2024 07:00:00.000,41559,41616,41523,41610,0.0006
21.01.2024 08:00:00.000,41610,41665,41588,41625,0.0008
21.01.2024 09:00:00.000,41625,41695,41589,41695,0.0011
21.01.2024 10:00:00.000,41699,41783,41667,41744,0.0019
21.01.2024 11:00:00.000,41742,41758,41652,41682,0.0011
21.01.2024 12:00:00.000,41682,41780,41663,41702,0.0017
21.01.2024 13:00:00.000,41707,41818,41707,41815,0.0018
21.01.2024 14:00:00.000,41815,41837,41721,41754,0.0023
21.01.2024 15:00:00.000,41754,41810,41572,41619,0.0033
21.01.2024 16:00:00.000,41619,41634,41488,41568,0.0028
21.01.2024 17:00:00.000,41568,41655,41568,41638,0.0012
21.01.2024 18:00:00.000,41638,41689,41594,41644,0.0012
21.01.2024 19:00:00.000,41644,41682,41598,41682,0.0009
21.01.2024 20:00:00.000,41683,41731,41580,41602,0.0015
21.01.2024 21:00:00.000,41602,41734,41576,41734,0.001
21.01.2024 22:00:00.000,41734,41734,41545,41549,0.0006
21.01.2024 23:00:00.000,41578,41634,41468,41543,0.0145
22.01.2024 00:00:00.000,41542,41639,41437,41595,0.017
22.01.2024 01:00:00.000,41593,41631,41240,41325,0.0213
22.01.2024 02:00:00.000,41323,41359,41229,41280,0.0184
22.01.2024 03:00:00.000,41280,41303,41024,41150,0.0174
22.01.2024 04:00:00.000,41150,41159,40731,40745,0.0216
22.01.2024 05:00:00.000,40745,41098,40652,41083,0.0192
22.01.2024 06:00:00.000,41083,41268,40949,41156,0.0215
22.01.2024 07:00:00.000,41157,41161,40932,40962,0.0185
22.01.2024 08:00:00.000,40962,40962,40720,40881,0.0276
22.01.2024 09:00:00.000,40914,40987,40584,40706,0.028
22.01.2024 10:00:00.000,40707,40800,40323,40636,0.0315
22.01.2024 11:00:00.000,40653,40852,40599,40763,0.0249
22.01.2024 12:00:00.000,40762,40861,40635,40825,0.02
22.01.2024 13:00:00.000,40823,41183,40811,40886,0.027
22.01.2024 14:00:00.000,40894,40923,40471,40638,0.0333
22.01.2024 15:00:00.000,40638,40780,40302,40693,0.0189
22.01.2024 16:00:00.000,40696,40797,40337,40434,0.0295
22.01.2024 17:00:00.000,40451,40758,40397,40651,0.0287
22.01.2024 18:00:00.000,40651,40742,40078,40246,0.0342
22.01.2024 19:00:00.000,40255,40500,39390,39779,0.0469
22.01.2024 20:00:00.000,39776,40284,39719,40125,0.0443
22.01.2024 21:00:00.000,40122,40150,39790,39791,0.0259
22.01.2024 22:00:00.000,39781,40000,39451,39767,0.059
22.01.2024 23:00:00.000,39767,39902,39425,39486,0.0262
23.01.2024 00:00:00.000,39506,39823,39457,39789,0.0267
23.01.2024 01:00:00.000,39789,39852,39647,39762,0.0177
23.01.2024 02:00:00.000,39762,40001,39757,39996,0.021
23.01.2024 03:00:00.000,39996,40065,39925,39951,0.0172
23.01.2024 04:00:00.000,39952,40114,39935,39994,0.0118
23.01.2024 05:00:00.000,39994,40072,39982,40012,0.0099
23.01.2024 06:00:00.000,40016,40075,39912,39962,0.0135
23.01.2024 07:00:00.000,39963,39966,39610,39704,0.0202
23.01.2024 08:00:00.000,39705,39798,39306,39410,0.0315
23.01.2024 09:00:00.000,39410,39434,38852,38916,0.0466
23.01.2024 10:00:00.000,38918,39105,38802,38872,0.0312
23.01.2024 11:00:00.000,38873,38993,38593,38802,0.0369
23.01.2024 12:00:00.000,38792,39009,38708,38984,0.0331
23.01.2024 13:00:00.000,38984,39019,38781,38788,0.0228
23.01.2024 14:00:00.000,38788,38840,38480,38707,0.0413
23.01.2024 15:00:00.000,38709,39401,38699,39135,0.0479
23.01.2024 16:00:00.000,39149,39330,38875,39247,0.0335
23.01.2024 17:00:00.000,39259,39583,39199,39346,0.0369
23.01.2024 18:00:00.000,39346,39537,39037,39037,0.0322
23.01.2024 19:00:00.000,39037,39234,38949,39099,0.0279
23.01.2024 20:00:00.000,39099,39324,38962,39124,0.0269
23.01.2024 21:00:00.000,39124,39245,39018,39175,0.0249
23.01.2024 22:00:00.000,39171,39491,39136,39412,0.0364
23.01.2024 23:00:00.000,39401,39849,39401,39843,0.0292
24.01.2024 00:00:00.000,39846,40206,39723,40126,0.035
24.01.2024 01:00:00.000,40122,40134,39721,39732,0.0347
24.01.2024 02:00:00.000,39732,39841,39662,39719,0.023
24.01.2024 03:00:00.000,39720,39752,39520,39562,0.0236
24.01.2024 04:00:00.000,39562,39696,39520,39598,0.0211
24.01.2024 05:00:00.000,39597,39789,39596,39741,0.0268
24.01.2024 06:00:00.000,39741,39842,39612,39827,0.0475
24.01.2024 07:00:00.000,39826,40133,39762,39936,0.0511
24.01.2024 08:00:00.000,39936,40068,39820,39907,0.067
24.01.2024 09:00:00.000,39907,40059,39862,39962,0.0526
24.01.2024 10:00:00.000,39962,40497,39946,40293,0.0661
24.01.2024 11:00:00.000,40293,40328,40064,40162,0.0354
24.01.2024 12:00:00.000,40162,40246,39941,39988,0.0574
24.01.2024 13:00:00.000,39988,40073,39843,39933,0.0592
24.01.2024 14:00:00.000,39933,40164,39722,39865,0.0609
24.01.2024 15:00:00.000,39864,40062,39790,40006,0.0533
24.01.2024 16:00:00.000,40006,40146,39878,40138,0.0396
24.01.2024 17:00:00.000,40138,40158,40003,40090,0.0403
24.01.2024 18:00:00.000,40090,40104,39573,39720,0.0475
24.01.2024 19:00:00.000,39720,39799,39594,39765,0.0398
24.01.2024 20:00:00.000,39759,39953,39462,39500,0.0479
24.01.2024 21:00:00.000,39503,39736,39436,39728,0.0427
24.01.2024 22:00:00.000,39728,39845,39700,39831,0.101
24.01.2024 23:00:00.000,39825,40133,39804,40042,0.0549
25.01.2024 00:00:00.000,40036,40131,39966,40125,0.0502
25.01.2024 01:00:00.000,40125,40135,39889,39937,0.0608
25.01.2024 02:00:00.000,39937,40020,39874,39896,0.0441
25.01.2024 03:00:00.000,39898,40046,39889,39963,0.0569
25.01.2024 04:00:00.000,39963,39988,39874,39907,0.0328
25.01.2024 05:00:00.000,39906,39919,39750,39828,0.0399
25.01.2024 06:00:00.000,39822,40007,39822,39987,0.0337
25.01.2024 07:00:00.000,39990,40086,39935,40078,0.0314
25.01.2024 08:00:00.000,40078,40130,39982,40038,0.0397
25.01.2024 09:00:00.000,40038,40086,39976,39976,0.036
25.01.2024 10:00:00.000,39976,40068,39917,40067,0.0391
25.01.2024 11:00:00.000,40067,40251,40032,40136,0.0444
25.01.2024 12:00:00.000,40136,40241,39785,39825,0.0498
25.01.2024 13:00:00.000,39825,39918,39699,39869,0.0585
25.01.2024 14:00:00.000,39872,40040,39821,39962,0.0583
25.01.2024 15:00:00.000,39963,40000,39595,39763,0.0598
25.01.2024 16:00:00.000,39765,39806,39630,39657,0.0503
25.01.2024 17:00:00.000,39657,39788,39504,39765,0.0531
25.01.2024 18:00:00.000,39758,39991,39686,39801,0.0667
25.01.2024 19:00:00.000,39801,39944,39694,39944,0.043
25.01.2024 20:00:00.000,39944,39952,39588,39777,0.0433
25.01.2024 21:00:00.000,39777,39887,39730,39867,0.0476
25.01.2024 22:00:00.000,39867,39935,39833,39919,0.07
25.01.2024 23:00:00.000,39919,39941,39855,39902,0.038
26.01.2024 00:00:00.000,39899,39924,39837,39858,0.032
26.01.2024 01:00:00.000,39858,39917,39773,39887,0.0334
26.01.2024 02:00:00.000,39889,40181,39887,40096,0.0472
26.01.2024 03:00:00.000,40096,40141,40012,40012,0.0302
26.01.2024 04:00:00.000,40014,40167,40012,40094,0.0379
26.01.2024 05:00:00.000,40094,40135,40038,40065,0.0248
26.01.2024 06:00:00.000,40050,40106,39953,39962,0.0243
26.01.2024 07:00:00.000,39965,39991,39859,39929,0.0375
26.01.2024 08:00:00.000,39927,40139,39924,40077,0.0375
26.01.2024 09:00:00.000,40084,40368,40000,40025,0.0382
26.01.2024 10:00:00.000,40023,40708,40020,40647,0.0781
26.01.2024 11:00:00.000,40643,41291,40642,41240,0.0864
26.01.2024 12:00:00.000,41240,41448,41042,41100,0.0787
26.01.2024 13:00:00.000,41100,41186,40872,40973,0.0456
26.01.2024 14:00:00.000,40973,41534,40973,41534,0.0532
26.01.2024 15:00:00.000,41534,41541,41171,41380,0.0524
26.01.2024 16:00:00.000,41382,41952,41357,41919,0.0874
26.01.2024 17:00:00.000,41921,41972,41724,41868,0.0644
26.01.2024 18:00:00.000,41868,42155,41814,42066,0.0589
26.01.2024 19:00:00.000,42066,42088,41899,42021,0.0517
26.01.2024 20:00:00.000,42023,42199,41810,41944,0.082
26.01.2024 21:00:00.000,41944,42003,41820,41928,0.018
26.01.2024 22:00:00.000,41925,41946,41755,41834,0.0088
26.01.2024 23:00:00.000,41832,41907,41735,41750,0.0096
27.01.2024 00:00:00.000,41750,41798,41641,41719,0.0095
27.01.2024 01:00:00.000,41717,41860,41700,41751,0.0073
27.01.2024 02:00:00.000,41751,41830,41744,41769,0.006
27.01.2024 03:00:00.000,41778,41800,41692,41748,0.0077
27.01.2024 04:00:00.000,41746,41808,41716,41767,0.0064
27.01.2024 05:00:00.000,41767,41815,41666,41692,0.0068
27.01.2024 06:00:00.000,41691,41746,41623,41635,0.0066
27.01.2024 07:00:00.000,41638,41662,41535,41642,0.0077
27.01.2024 08:00:00.000,41666,41674,41392,41430,0.0153
27.01.2024 09:00:00.000,41430,41694,41361,41635,0.0148
27.01.2024 10:00:00.000,41636,41754,41615,41710,0.0119
27.01.2024 11:00:00.000,41710,41745,41672,41722,0.0093
27.01.2024 12:00:00.000,41722,41762,41676,41711,0.0095
27.01.2024 13:00:00.000,41711,41760,41676,41705,0.0076
27.01.2024 14:00:00.000,41704,41780,41694,41726,0.0084
27.01.2024 15:00:00.000,41727,41856,41700,41777,0.0091
27.01.2024 16:00:00.000,41778,41856,41756,41773,0.0078
27.01.2024 17:00:00.000,41772,41808,41742,41746,0.007
27.01.2024 18:00:00.000,41747,41772,41712,41760,0.0072
27.01.2024 19:00:00.000,41761,41938,41721,41878,0.0118
27.01.2024 20:00:00.000,41878,42034,41878,42023,0.0099
27.01.2024 21:00:00.000,42024,42131,41986,42114,0.0101
27.01.2024 22:00:00.000,42085,42153,42044,42118,0.0091
27.01.2024 23:00:00.000,42118,42129,42050,42084,0.0135
28.01.2024 00:00:00.000,42086,42108,41908,41956,0.0145
28.01.2024 01:00:00.000,41957,42200,41956,42062,0.0163
28.01.2024 02:00:00.000,42062,42138,42040,42065,0.0085
28.01.2024 03:00:00.000,42065,42198,42062,42192,0.0091
28.01.2024 04:00:00.000,42191,42711,42191,42681,0.0242
28.01.2024 05:00:00.000,42682,42789,42421,42520,0.0255
28.01.2024 06:00:00.000,42521,42539,42265,42376,0.0174
28.01.2024 07:00:00.000,42376,42493,42331,42352,0.0146
28.01.2024 08:00:00.000,42354,42570,42294,42455,0.0152
28.01.2024 09:00:00.000,42454,42656,42394,42541,0.0148
28.01.2024 10:00:00.000,42542,42608,42464,42571,0.011
28.01.2024 11:00:00.000,42572,42582,42328,42436,0.0167
28.01.2024 12:00:00.000,42435,42454,42257,42379,0.0194
28.01.2024 13:00:00.000,42379,42406,42221,42359,0.0148
28.01.2024 14:00:00.000,42358,42487,42221,42254,0.0167
28.01.2024 15:00:00.000,42255,42371,42127,42222,0.0177
28.01.2024 16:00:00.000,42220,42312,42109,42275,0.0159
28.01.2024 17:00:00.000,42276,42277,42067,42129,0.0178
28.01.2024 18:00:00.000,42129,42133,41898,41944,0.0185
28.01.2024 19:00:00.000,41944,41978,41696,41746,0.0216
28.01.2024 20:00:00.000,41745,41923,41646,41908,0.0207
28.01.2024 21:00:00.000,41908,41989,41774,41942,0.0145
28.01.2024 22:00:00.000,41906,41912,41587,41794,0.0106
28.01.2024 23:00:00.000,41795,42036,41712,41993,0.0697
29.01.2024 00:00:00.000,41991,42022,41844,41934,0.1137
29.01.2024 01:00:00.000,41934,42265,41930,42123,0.0574
29.01.2024 02:00:00.000,42124,42285,42090,42198,0.0427
29.01.2024 03:00:00.000,42198,42462,42196,42292,0.042
29.01.2024 04:00:00.000,42292,42302,42156,42173,0.0375
29.01.2024 05:00:00.000,42173,42244,42086,42100,0.0294
29.01.2024 06:00:00.000,42100,42212,42095,42127,0.0125
29.01.2024 07:00:00.000,42128,42203,41954,42014,0.0154
29.01.2024 08:00:00.000,42014,42106,41929,42081,0.019
29.01.2024 09:00:00.000,42081,42282,41921,42248,0.0182
29.01.2024 10:00:00.000,42248,42343,42169,42279,0.0146
29.01.2024 11:00:00.000,42280,42314,42155,42204,0.0116
29.01.2024 12:00:00.000,42208,42326,41943,42067,0.0246
29.01.2024 13:00:00.000,42068,42102,41901,41962,0.0238
29.01.2024 14:00:00.000,41963,42058,41773,41911,0.0284
29.01.2024 15:00:00.000,41911,42598,41841,42592,0.037
29.01.2024 16:00:00.000,42596,43265,42492,43165,0.0816
29.01.2024 17:00:00.000,43165,43265,42892,42964,0.0463
29.01.2024 18:00:00.000,42966,43080,42846,42992,0.0263
29.01.2024 19:00:00.000,42992,43115,42945,42958,0.023
29.01.2024 20:00:00.000,42958,43165,42949,43118,0.0366
29.01.2024 21:00:00.000,43118,43224,43029,43149,0.0283
29.01.2024 22:00:00.000,43149,43177,43048,43085,0.0274
29.01.2024 23:00:00.000,43085,43271,43044,43265,0.0343
30.01.2024 00:00:00.000,43266,43271,43111,43139,0.0405
30.01.2024 01:00:00.000,43139,43515,43127,43406,0.0672
30.01.2024 02:00:00.000,43408,43742,43408,43583,0.0539
30.01.2024 03:00:00.000,43587,43648,43428,43482,0.0275
30.01.2024 04:00:00.000,43482,43534,43376,43387,0.0117
30.01.2024 05:00:00.000,43389,43427,43309,43331,0.01
30.01.2024 06:00:00.000,43331,43386,43226,43305,0.0131
30.01.2024 07:00:00.000,43312,43403,43287,43324,0.0121
30.01.2024 08:00:00.000,43324,43420,43184,43390,0.0151
30.01.2024 09:00:00.000,43390,43414,43281,43285,0.0123
30.01.2024 10:00:00.000,43287,43458,43261,43440,0.0102
30.01.2024 11:00:00.000,43440,43520,43379,43500,0.0125
30.01.2024 12:00:00.000,43500,43822,43223,43354,0.0624
30.01.2024 13:00:00.000,43354,43441,43118,43257,0.046
30.01.2024 14:00:00.000,43257,43463,43084,43435,0.0649
30.01.2024 15:00:00.000,43435,43566,43266,43343,0.0886
30.01.2024 16:00:00.000,43345,43470,43196,43460,0.0538
30.01.2024 17:00:00.000,43460,43556,43272,43365,0.0429
30.01.2024 18:00:00.000,43367,43460,43251,43342,0.0453
30.01.2024 19:00:00.000,43352,43541,43307,43516,0.0371
30.01.2024 20:00:00.000,43516,43726,43453,43523,0.1129
30.01.2024 21:00:00.000,43523,43656,43457,43510,0.0387
30.01.2024 22:00:00.000,43509,43544,43295,43307,0.0224
30.01.2024 23:00:00.000,43307,43319,42653,42916,0.0702
31.01.2024 00:00:00.000,42916,43072,42823,42899,0.0825
31.01.2024 01:00:00.000,42899,42962,42687,42745,0.0307
31.01.2024 02:00:00.000,42745,42855,42639,42842,0.0279
31.01.2024 03:00:00.000,42842,42946,42817,42892,0.0267
31.01.2024 04:00:00.000,42892,42946,42833,42914,0.0197
31.01.2024 05:00:00.000,42916,43002,42880,42935,0.0217
31.01.2024 06:00:00.000,42934,43008,42866,42932,0.0243
31.01.2024 07:00:00.000,42933,43032,42888,43009,0.0213
31.01.2024 08:00:00.000,43009,43036,42894,42928,0.0215
31.01.2024 09:00:00.000,42928,42932,42571,42594,0.0273
31.01.2024 10:00:00.000,42596,42736,42352,42354,0.0341
31.01.2024 11:00:00.000,42347,42630,42313,42590,0.0283
31.01.2024 12:00:00.000,42598,42674,42490,42569,0.0215
31.01.2024 13:00:00.000,42572,42865,42472,42756,0.0332
31.01.2024 14:00:00.000,42756,42945,42524,42831,0.0391
31.01.2024 15:00:00.000,42831,43416,42655,43320,0.055
31.01.2024 16:00:00.000,43315,43552,43256,43437,0.0396
31.01.2024 17:00:00.000,43437,43700,43398,43689,0.0335
31.01.2024 18:00:00.000,43689,43706,43431,43472,0.0238
31.01.2024 19:00:00.000,43476,43513,43003,43292,0.0421
31.01.2024 20:00:00.000,43293,43312,42479,42497,0.0488
31.01.2024 21:00:00.000,42505,42649,42249,42423,0.045
31.01.2024 22:00:00.000,42423,42636,42321,42607,0.0373
31.01.2024 23:00:00.000,42607,42633,42512,42526,0.0265
